zinc_id,engine_H,ref_H,engine_O,ref_O,engine_cascade,ref_cascade
ZINCk5000003YJBp,34.168309532736544,34.168309532736544,20.816945971958333,20.816945971958333,26.157491396269617,26.157491396269617
ZINCj5000009ffbS,34.168309532736544,34.168309532736544,18.24855644799014,18.24855644799014,24.616457681888704,24.616457681888704
ZINCk700000GfWHj,38.34275944886656,38.34275944886656,23.304796821360547,23.304796821360547,29.319981872362955,29.319981872362955
ZINCk7000004eKMy,36.74488997860436,36.74488997860436,19.50280542620154,19.50280542620154,26.399639247162664,26.399639247162664
ZINCk700001bPxV1,34.351665344695306,34.351665344695306,20.126938149742823,20.126938149742823,25.816829027723813,25.816829027723813
ZINCk50000041LBe,33.81239250864757,33.81239250864757,18.10386891834348,18.10386891834348,24.38727835446512,24.387278354465117
ZINCi600000JWWzl,36.38223751692659,36.38223751692659,23.57137061871495,23.57137061871495,28.695717377999607,28.695717377999607
ZINCk500000dqcJh,34.351665344695306,34.351665344695306,18.78195918778429,18.781959187784295,25.009841650548697,25.009841650548697
ZINCk700000PwQkg,36.38223751692659,36.38223751692659,15.554023658814634,15.554023658814634,23.88530920205941,23.885309202059414
ZINCk800000Pv6Za,32.25285868397283,32.25285868397283,26.44624432440456,26.446244324404557,28.76889006823187,28.76889006823187
ZINCk7000009KAms,34.168309532736544,34.168309532736544,22.12362496443852,22.12362496443852,26.941498791757727,26.941498791757727
ZINCk800001bNyQw,32.391143412755326,32.391143412755326,18.8695430391292,18.869543039129198,24.278183188579654,24.278183188579654
ZINCi700000eO2fm,34.351665344695306,34.351665344695306,22.19852344254208,22.19852344254208,27.05978020340337,27.05978020340337
ZINCk6000004cTM4,34.82270369225184,34.82270369225184,20.28245907629664,20.282459076296636,26.09855692267872,26.098556922678718
ZINCk7000009L0RP,36.74488997860436,36.74488997860436,22.26015623411447,22.26015623411447,28.054049731910425,28.054049731910425
ZINCj6000002mcDa,36.92824579056311,36.92824579056311,19.36678164488939,19.36678164488939,26.391367303158876,26.391367303158873
ZINCk600000dqWfu,31.3584279740694,31.358427974069397,18.77835272054973,18.77835272054973,23.8103828219576,23.810382821957596
