zinc_id,smiles,coverage_pct,anchor_weighted_pct,geometry_penalty_factor,weighted_coverage_pct,features_matched,mw,logp,hbd,hba,rotatable_bonds,lipinski,chemistry_flagged,pains_alert,reactive_flags,hotspot_weighted_pct,hotspot_bits_matched,hotspot_exact_matches,hotspot_compatible_matches,hotspot_exact_residue_count,hotspot_group_count,hotspot_required_groups_pass,native_supported_hotspot_bits_matched,native_supported_hotspot_exact_matches,native_supported_hotspot_exact_residue_count,native_supported_hotspot_weighted_pct,pair_hash_overlap_pct,pair_hash_recall_pct,pair_hash_precision_pct,cascade_score_pct,shortlist_rank,rerank_conformers,best_conformer_id,fit_rmsd_angstrom,mean_pair_distance_error_angstrom,reference_feature_span_angstrom,ligand_feature_span_angstrom,rerank_query_feature_count
ZINCk8000004hZ4R,CN(C(=O)COCc1ccnc(O)c1)c1nccn1C,17.857142857142858,18.287822287125632,0.7753481629244685,14.179429414212011,5,276.29600000000005,0.7002999999999999,1,6,5,1,,,,21.88062174122295,7,3,4,3,2,1,,,,,12.176204213845777,7.64783737401704,29.851742031134172,14.602308595690072,193,16,2,1.4021086585561566,0.9919819624800503,9.390882812600731,9.280296946049342,28
ZINCj8000018Tg4a,COC[C@H](CCO)NC(=O)c1nc2nccnc2s1,17.857142857142858,18.287822287125632,0.7751533461711676,14.175866640049088,5,282.325,0.21349999999999947,2,7,6,1,,,,24.308867652466137,8,3,5,3,2,1,,,,,14.557535422141015,9.354635509837747,32.800845476901834,16.995368479722295,138,16,9,1.2829761124432328,1.0405529300877592,9.390882812600731,8.734670191549327,28
CHEMBL481620,COc1cccc(C(=O)Nc2ccc(S(=O)(=O)N3CCCC[C@H]3C(=O)N3CC[C@H](N)C3)cc2)c1,17.857142857142858,20.78839116955691,0.6807812044607883,14.152345979212967,5,486.5940000000004,2.0503,2,6,6,1,,,,24.308867652466137,8,3,5,3,2,1,,,,,18.474896597818397,13.360196939853811,29.934914602716994,19.93338936148033,48,16,11,1.908982978699049,1.1689472188676493,17.127600328125357,17.841179258778066,28
ZINCj700000xcgLi,Cn1cnc(Br)c1C(=O)NCc1nc(C(N)=O)co1,17.857142857142858,18.287822287125632,0.7732431897954036,14.140934039708497,5,328.1260000000001,0.19949999999999968,2,6,4,1,,,,24.308867652466137,8,3,5,3,2,1,,,,,16.078951336438113,10.625085607049353,33.036737648549185,18.13643041544512,104,16,11,1.4463572716753306,0.9719335491614041,9.390882812600731,9.455686292246684,28
ZINCk700000y8NCO,O=C(Cn1cc(I)nn1)Nc1cnc2c(c1)CNC2=O,14.285714285714286,16.17753992324311,0.8728315629813834,14.120267456398013,4,384.13700000000017,0.1598,2,6,3,1,,,,24.308867652466137,8,3,5,3,2,1,,,,,16.70848088047131,10.530540091232307,40.4239663629993,18.60857757347002,87,16,13,0.777323753083383,0.7553401373215375,11.619609545935706,10.797651085850882,28
CHEMBL4637980,Cc1ccc2[nH]c(C(=O)N[C@H]3CN(S(=O)(=O)c4ccccc4)C[C@@H]3C(=O)NCCN(C)C)cc2c1,17.857142857142858,17.591736721631662,0.8009912044745097,14.090826385458207,5,497.62100000000027,1.57322,3,5,8,1,,,,26.721918824471818,9,3,6,3,2,1,,,,,17.927706407494888,13.183168511413552,28.00738477209066,20.12625951173912,46,16,9,1.0469244715266424,0.8700279417500318,12.649328401144459,11.137365229999693,28
ZINCk600000JU4gH,Nc1ccc(C(=O)NCCC[C@H](O)CO)c([N+](=O)[O-])c1,14.285714285714286,16.21068034427277,0.866640652009048,14.048834583070812,4,283.284,0.04020000000000035,4,6,7,1,,,,30.205494371073204,9,4,5,4,2,1,,,,,15.591603985391513,10.013553912384333,35.199466113006075,19.245076581811936,67,16,2,1.0664867260380826,0.6535846959421131,10.319912257378935,10.611774629681141,28
ZINCk7000018TgPn,COCCN1CC[C@@H](CNc2nn[nH]c3ncnc2-3)C1,17.857142857142858,20.63883892990972,0.674729359795417,13.925630578098716,5,277.3320000000001,0.07970000000000038,2,7,6,1,,,,24.308867652466137,8,3,5,3,2,1,,,,,15.514110797326678,10.199536449572305,32.3926235786249,17.712800011111543,118,16,11,2.055416113300099,1.137220911847662,12.609273135276275,12.902483272891098,28
ZINCj800000JaoGi,NC(=O)c1noc(CNC(=O)c2ccncc2Br)n1,14.285714285714286,16.17753992324311,0.8595416159961103,13.905268808465973,4,326.11,0.25599999999999895,2,6,4,1,,,,24.308867652466137,8,3,5,3,2,1,,,,,16.47529661188174,10.448542245450284,38.93059490084987,18.433689372027835,94,16,14,0.9473388686649167,0.721614829201028,11.619609545935706,10.77650757682833,28
CHEMBL3218890,COc1cccc(-n2cc3nc(-c4cccnc4C)n(C[C@H]4CCCN(C(C)C)C4)c(=O)c3n2)c1,17.857142857142858,18.953448192927702,0.731024879889779,13.855442188732123,5,472.59300000000036,4.081620000000003,0,8,6,1,,,,33.90594778386845,10,7,3,7,3,1,,,,,17.593973986018973,12.949113068549076,27.434903748733547,21.671967435481342,28,16,15,1.6017857770300337,0.8575574233614697,8.254082929072135,9.92899018064315,28
CHEMBL2364382,COc1ccc(NS(=O)(=O)c2ccc(-c3ccccc3)s2)cc1N1C[C@@H](C)N[C@@H](C)C1,17.857142857142858,18.259040865655578,0.7569433471000215,13.821059507685408,5,457.62100000000015,4.411100000000004,2,6,6,1,,,,24.862065897148263,8,3,5,3,2,1,,,,,16.92275000057519,10.939451610547192,37.3526798933965,18.907578974718454,74,16,12,1.3832256513909995,1.115880366139191,10.81567237854401,11.069903225374798,28
CHEMBL1161835,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC2(CC1)C[C@@H](O)c1ccccc12,17.857142857142858,19.144690158779426,0.7212013192869596,13.807175799851795,5,474.60500000000036,2.9300000000000015,4,4,5,1,,,,27.23145167775744,9,3,6,3,2,1,,,,,19.450619492028018,14.694735044635731,28.758023585609806,21.39582753846037,33,16,11,1.9181751668715334,0.9342590139923075,12.025129936927915,12.110156632698668,28
